review_id,appointment_id,rating,review_date
164,5195,5,2022-05-09
165,6890,3,2022-11-15
166,23046,3,2022-08-27
167,25407,2,2023-06-17
168,7511,4,2023-01-11
169,37872,3,2024-06-23
170,32872,3,2022-06-13
171,42509,3,2022-01-15
172,15720,3,2022-02-24
173,39706,4,2023-05-30
174,49203,4,2023-06-03
175,3840,4,2022-06-08
176,49459,4,2023-06-05
177,34878,4,2023-10-14
178,14345,2,2022-09-02
179,18976,4,2022-01-15
180,3242,5,2023-05-04
181,23347,4,2023-01-29
182,26130,3,2022-07-06
183,4709,4,2022-05-24
184,31963,4,2023-08-09
185,16851,4,2022-08-05
186,55,3,2024-05-15
187,46185,3,2023-03-15
188,15821,3,2024-05-15
189,8262,5,2022-04-11
190,32205,4,2022-07-30
191,34726,3,2022-06-11
192,49210,3,2023-05-24
193,32497,4,2023-10-14
194,31956,3,2022-06-12
195,28365,3,2024-03-08
196,18362,5,2023-02-16
197,39273,3,2023-02-04
198,9631,4,2023-04-10
199,33428,5,2023-03-10
200,2824,4,2023-12-09
201,49518,2,2022-02-04
202,18780,3,2022-03-08
203,44825,5,2023-10-26
204,37977,5,2024-05-26
205,15656,5,2024-03-30
206,38578,3,2022-12-15
207,35192,5,2022-04-23
208,30258,5,2023-07-20
209,23459,4,2022-02-08
210,40121,5,2022-07-12
211,14044,5,2023-12-01
212,2976,4,2023-04-23
213,43785,4,2022-01-18
214,4475,4,2024-05-16
215,46810,3,2023-01-04
216,43667,4,2022-09-25
217,24163,4,2022-02-11
218,46850,5,2022-08-29
219,31232,5,2023-12-31
220,10469,5,2022-12-23
221,19002,3,2023-10-14
222,35694,3,2022-07-08
223,5188,3,2024-06-20
224,33462,4,2022-05-06
225,44657,5,2022-04-27
226,10596,5,2023-02-20
227,40309,4,2022-08-26
228,29399,5,2023-11-19
229,2536,5,2022-05-03
230,1693,4,2023-04-28
231,17935,5,2024-05-18
232,39274,4,2022-12-01
233,17232,3,2024-06-03
234,13044,4,2022-08-28
235,43262,4,2023-04-22
236,14118,4,2023-12-12
237,33344,4,2022-06-30
238,30502,4,2024-03-28
239,27082,4,2022-03-23
240,21309,4,2023-11-19
241,96,4,2022-06-23
242,8130,4,2022-04-03
243,26320,4,2023-11-11
244,44430,2,2023-03-05
245,19683,4,2022-11-02
246,29745,3,2022-03-04
247,16236,4,2022-12-17
248,33011,5,2023-05-14
249,47625,4,2023-09-20
250,23337,4,2023-03-03
251,19101,5,2023-05-09
252,33669,5,2023-07-16
253,22943,5,2024-01-14
254,5107,5,2022-09-16
255,23669,3,2022-04-14
256,14969,3,2022-04-09
257,2058,4,2023-10-15
258,84,3,2023-12-23
259,36775,4,2024-05-24
260,10335,4,2022-08-08
261,21283,4,2022-02-27
262,17515,4,2023-02-17
263,12729,4,2023-05-03
264,909,4,2022-12-03
265,36686,5,2022-09-17
266,10759,4,2023-11-22
267,42355,5,2023-01-01
268,17057,2,2024-04-18
269,27603,5,2023-05-03
270,4986,4,2022-04-12
271,45434,4,2022-04-04
272,134,3,2023-01-08
273,4344,4,2023-01-09
274,49952,3,2023-02-26
275,1068,3,2022-03-05
276,40374,4,2023-07-18
277,9063,4,2022-08-19
278,28925,4,2024-02-12
279,20695,5,2022-06-18
280,42198,4,2023-09-24
281,8638,4,2023-06-07
282,47116,3,2022-04-23
283,10719,4,2023-10-29
284,2532,4,2023-09-19
285,44072,5,2022-12-29
286,38742,5,2022-08-01
287,16380,4,2024-06-20
288,45845,3,2022-08-30
289,16731,5,2023-11-27
290,27547,5,2022-06-05
291,2357,3,2022-11-26
292,43485,3,2023-11-12
293,47152,5,2024-01-21
294,41039,3,2024-04-04
295,21144,5,2023-08-13
296,21517,4,2024-01-07
297,49382,3,2024-01-20
298,36520,5,2023-11-14
299,13593,4,2022-03-26
300,14553,4,2022-10-21
301,9029,3,2023-02-09
302,4144,2,2024-05-30
303,38887,4,2023-03-17
304,17269,4,2022-05-20
305,14214,4,2023-05-02
306,23910,5,2023-05-18
307,26468,4,2024-04-22
308,9792,3,2022-06-05
309,2148,4,2023-06-14
310,16712,5,2024-03-18
311,8599,5,2023-07-01
312,45385,4,2022-02-15
313,10848,3,2022-12-07
314,17964,4,2023-02-20
315,21468,4,2022-07-09
316,24630,5,2022-09-11
317,1184,4,2023-06-04
318,10996,5,2024-02-14
319,39983,5,2023-07-19
320,25958,3,2022-01-29
321,37493,4,2023-12-14
322,19802,3,2022-06-16
323,36260,3,2024-02-04
324,35545,5,2022-03-07
325,29840,4,2022-05-11
326,20273,4,2022-05-26
327,20128,3,2022-08-04
328,48379,4,2022-03-10
329,35354,3,2024-06-20
330,28271,3,2022-08-08
331,4274,4,2023-06-25
332,43505,3,2023-07-25
333,34832,4,2022-12-21
334,48049,2,2022-10-18
335,6635,3,2024-06-16
336,22388,3,2022-09-10
337,46831,4,2023-05-06
338,7783,4,2023-12-08
339,35880,4,2024-05-13
340,41021,4,2023-02-16
341,41508,4,2022-10-06
342,46317,2,2022-04-25
343,8383,4,2023-03-28
344,49485,5,2023-09-18
345,23419,4,2023-11-24
346,10276,4,2022-03-19
347,36285,5,2023-10-04
348,5908,5,2024-05-28
349,26352,3,2022-02-15
350,29707,4,2022-06-02
351,19307,4,2023-10-27
352,41995,4,2022-02-28
353,5474,4,2023-12-14
354,11395,4,2022-08-30
355,15858,4,2023-07-14
356,44642,4,2023-09-16
357,27000,5,2022-12-11
358,6276,4,2022-11-05
359,44212,2,2023-11-20
360,23677,4,2022-12-05
361,5154,3,2022-04-06
362,37553,4,2022-09-29
363,34707,4,2022-05-10
364,44187,3,2023-11-28
365,19616,4,2022-11-14
366,8696,3,2023-05-26
367,23082,2,2022-10-20
368,29838,4,2023-04-10
369,13456,4,2022-06-29
370,16763,5,2022-01-19
371,20191,4,2022-02-21
372,11495,4,2023-04-08
373,23931,4,2023-01-04
374,20987,3,2024-02-03
375,27544,5,2022-10-01
376,27602,4,2024-03-22
377,17735,5,2023-01-21
378,21622,3,2023-07-16
379,18952,4,2023-12-14
380,44097,4,2023-04-26
381,22884,5,2023-04-08
382,26724,2,2023-02-10
383,8244,4,2022-08-09
384,42538,5,2022-12-20
385,7866,4,2022-10-26
386,43992,4,2024-01-15
387,18163,3,2023-09-27
388,18512,5,2024-01-14
389,46258,2,2022-05-23
390,35392,4,2023-05-12
391,2461,5,2022-02-09
392,38017,3,2024-01-06
393,10007,4,2023-07-30
394,8736,3,2023-06-22
395,37663,3,2022-03-19
396,8869,5,2022-12-28
397,2997,5,2023-01-14
398,6069,4,2024-06-26
399,32214,4,2023-10-26
400,44342,3,2023-05-16
401,43303,2,2024-02-17
402,13937,3,2023-08-10
403,23725,3,2024-06-19
404,24351,4,2022-07-05
405,49260,4,2024-04-09
406,49923,4,2023-05-27
407,1893,3,2024-06-16
408,868,4,2023-08-23
409,15176,5,2022-12-04
410,4140,3,2024-06-11
411,22799,5,2022-07-14
412,11188,5,2023-03-29
413,18688,3,2024-03-23
414,20582,5,2023-10-16
415,613,4,2022-12-14
416,2286,4,2023-04-13
417,48395,4,2024-06-09
418,3441,4,2024-04-21
419,3837,4,2023-01-29
420,6807,4,2023-05-10
421,48334,4,2022-10-22
422,45171,4,2023-06-15
423,43484,4,2023-03-30
424,29246,4,2022-09-13
425,27926,3,2024-05-02
426,34757,3,2023-06-10
427,44360,5,2023-09-29
428,26906,4,2022-05-10
429,12513,2,2024-04-04
430,20405,3,2023-10-11
431,24022,3,2023-08-15
432,10951,5,2022-11-30
433,34546,4,2023-12-28
434,14941,5,2024-04-11
435,17840,4,2023-08-05
436,32463,4,2023-06-28
437,25127,4,2023-10-07
438,17662,4,2023-08-03
439,33608,3,2023-05-15
440,40257,5,2023-07-06
441,17671,5,2023-05-08
442,30607,4,2024-04-04
443,26627,5,2024-03-16
444,47685,5,2023-07-14
445,8880,4,2022-04-07
446,35663,3,2022-11-21
447,41752,4,2022-12-18
448,39442,4,2024-02-23
449,32525,3,2024-05-05
450,35876,2,2023-07-17
451,33040,5,2022-01-16
452,25143,3,2024-05-28
453,28091,4,2023-06-27
454,20017,5,2024-03-12
455,6613,5,2024-02-18
456,16097,3,2024-03-04
457,48204,5,2023-02-28
458,8818,2,2022-04-17
459,25052,2,2023-02-11
460,5824,4,2024-06-16
461,2454,4,2024-03-05
462,29664,4,2024-05-16
463,44261,4,2022-12-25
464,17167,3,2023-08-17
465,20303,3,2024-01-06
466,47854,4,2022-06-20
467,18360,5,2022-08-26
468,48220,4,2023-09-21
469,24342,3,2022-06-19
470,46642,4,2022-05-04
471,38104,3,2022-03-10
472,12632,2,2022-07-30
473,43266,5,2022-03-22
474,45970,3,2023-05-22
475,35844,3,2022-12-16
476,47744,4,2022-02-19
477,38685,4,2024-03-05
478,8744,4,2022-12-25
479,22538,3,2024-03-06
480,18421,3,2023-05-28
481,9685,3,2022-11-17
482,2797,3,2024-05-16
483,18010,4,2024-05-24
484,37607,5,2024-06-25
485,4153,4,2024-05-14
486,17953,5,2022-05-09
487,43867,4,2023-11-04
488,12038,4,2023-03-01
489,44176,4,2022-05-16
490,8842,4,2023-06-08
491,29696,4,2023-02-09
492,38362,3,2024-01-16
493,28715,4,2022-04-28
494,28735,5,2022-09-26
495,33840,3,2023-10-20
496,25218,3,2023-03-13
497,16217,4,2023-05-13
498,33115,5,2023-05-22
499,37276,4,2022-12-12
500,39418,4,2023-04-17
501,5328,3,2023-12-19
502,43451,4,2024-05-12
503,41294,4,2023-11-15
504,10709,5,2023-08-09
505,47387,4,2023-02-22
506,39399,3,2022-01-25
507,1817,2,2022-09-10
508,36495,2,2022-12-05
509,9670,4,2024-03-31
510,22093,3,2022-08-23
511,35448,4,2023-02-09
512,19706,4,2022-05-28
513,37437,3,2023-09-15
514,36575,3,2022-12-24
515,10960,3,2022-02-07
516,35873,5,2023-07-27
517,44075,3,2022-11-25
518,49699,4,2023-05-27
519,25918,5,2024-04-15
520,3299,4,2023-10-10
521,17700,5,2022-12-31
522,23599,4,2022-12-31
523,14365,5,2024-04-07
524,48074,3,2023-04-23
525,24786,3,2022-05-26
526,5129,4,2023-09-05
527,11645,5,2022-01-23
528,6356,5,2023-12-28
529,31734,2,2023-11-21
530,46753,3,2023-07-03
531,16485,5,2023-05-24
532,48069,3,2024-05-12
533,22663,5,2023-10-27
534,40133,5,2022-07-02
535,24524,4,2023-11-25
536,39341,4,2024-06-06
537,9274,4,2024-03-30
538,32792,3,2022-05-26
539,7297,5,2022-10-20
540,16112,4,2022-07-16
541,20046,5,2023-02-01
542,46354,3,2023-05-12
543,44003,5,2023-02-20
544,31075,4,2022-08-06
545,13644,2,2023-03-07
546,46176,2,2022-03-06
547,21929,4,2024-02-02
548,20770,4,2024-06-07
549,23954,5,2022-04-18
550,2542,3,2023-06-16
551,632,2,2022-07-09
552,27875,4,2023-09-06
553,13583,4,2022-05-24
554,49034,4,2022-09-11
555,10902,5,2022-05-29
556,42169,5,2023-08-17
557,28495,5,2023-10-29
558,25414,5,2022-04-17
559,19514,4,2022-11-06
560,28149,4,2022-09-24
561,17419,4,2024-04-28
562,20305,5,2023-11-21
563,49211,2,2022-09-26
564,21,4,2022-01-21
565,45832,3,2022-05-30
566,18323,4,2023-08-28
567,29640,5,2022-08-07
568,16313,5,2023-04-02
569,13262,3,2022-07-06
570,32705,5,2024-06-15
571,46905,4,2023-01-13
572,32649,2,2022-05-20
573,7042,3,2023-01-27
574,13199,3,2022-09-08
575,25837,2,2024-06-28
576,34274,5,2022-04-11
577,15420,4,2022-04-01
578,37766,5,2022-05-19
579,14873,4,2023-06-28
580,22618,3,2023-03-02
581,387,4,2022-06-11
582,18991,3,2022-06-21
583,45725,4,2024-02-21
584,25319,5,2023-11-08
585,7495,4,2024-01-12
586,3631,4,2024-04-12
587,6289,3,2024-05-24
588,45173,2,2022-02-21
589,4148,3,2023-11-03
590,32845,4,2023-08-14
591,20600,3,2023-04-18
592,25564,4,2022-08-28
593,44551,4,2022-02-27
594,11747,4,2022-11-01
595,204,3,2024-05-01
596,48336,3,2024-01-08
597,16588,5,2023-05-11
598,20967,4,2022-05-13
599,20173,4,2023-08-25
600,16140,2,2023-08-15
601,12277,5,2022-05-26
602,36884,4,2022-01-19
603,6712,4,2023-03-17
604,16667,5,2023-12-20
605,47341,3,2023-05-25
606,27357,4,2022-03-02
607,30007,4,2023-08-17
608,42430,3,2023-01-31
609,23035,5,2022-10-16
610,26492,4,2022-03-03
611,33004,4,2022-04-24
612,16831,3,2022-05-30
613,11342,2,2023-08-29
614,29048,4,2023-04-25
615,33620,5,2022-08-22
616,40103,3,2022-10-22
617,34554,4,2022-09-03
618,568,4,2022-05-17
619,29324,3,2022-08-28
620,44266,4,2022-06-17
621,35318,3,2023-06-29
622,45437,5,2024-03-01
623,46465,4,2024-06-10
624,22825,3,2022-06-07
625,654,4,2023-03-02
626,28908,4,2023-11-10
627,20740,5,2023-04-23
628,31024,4,2023-08-08
629,17573,4,2022-07-23
630,5331,3,2022-02-12
631,29546,3,2022-07-26
632,38201,3,2024-03-22
633,26292,4,2022-08-31
634,8182,5,2023-07-23
635,7668,4,2023-04-19
636,36724,3,2022-01-31
637,2354,4,2023-10-18
638,46074,5,2022-08-21
639,5321,4,2022-02-17
640,43608,5,2024-04-05
641,6225,3,2022-05-20
642,43940,3,2024-01-16
643,27913,5,2022-05-01
644,37220,4,2022-03-30
645,31869,4,2023-01-15
646,35570,4,2023-08-28
647,12892,5,2022-05-08
648,25964,4,2022-02-10
649,25570,4,2024-01-16
650,35877,4,2022-02-14
651,17678,4,2024-05-18
652,31971,4,2022-02-20
653,45190,5,2023-05-06
654,43324,5,2022-10-10
655,25264,5,2024-02-02
656,35419,2,2022-01-19
657,47020,4,2024-05-28
658,14684,5,2023-11-22
659,18623,4,2022-04-15
660,31343,5,2022-06-25
661,35516,5,2022-07-24
662,795,4,2022-07-25
663,34402,4,2023-03-04
664,37688,3,2022-08-15
665,26049,4,2022-07-27
666,11774,4,2022-04-01
667,42908,5,2024-06-03
668,16409,3,2022-04-06
669,26057,3,2022-10-03
670,28467,4,2024-04-30
671,39936,2,2024-01-15
672,12152,3,2023-02-15
673,1030,2,2023-07-29
674,8975,3,2023-06-29
675,15689,3,2024-01-02
676,38597,4,2023-05-25
677,4210,4,2022-02-26
678,36372,5,2023-05-06
679,1799,4,2022-04-15
680,42082,4,2022-04-30
681,7274,3,2024-06-23
682,42151,3,2023-12-16
683,24174,4,2023-09-23
684,9565,2,2023-04-12
685,44522,4,2022-07-22
686,17129,4,2024-04-09
687,7795,4,2023-04-20
688,4238,2,2023-08-06
689,25302,4,2023-08-27
690,35009,4,2022-12-24
691,34902,3,2023-09-19
692,6735,4,2022-09-19
693,48677,4,2023-01-12
694,29638,5,2023-01-19
695,49244,3,2022-11-01
696,30608,5,2024-03-24
697,30655,4,2022-07-26
698,23410,4,2023-05-13
699,16950,3,2024-04-29
700,2731,4,2023-03-02
701,8957,3,2023-01-06
702,17033,4,2023-07-11
703,38462,2,2022-07-02
704,20836,5,2023-01-22
705,36330,5,2022-01-23
706,27303,4,2023-06-03
707,2965,3,2024-04-17
708,17178,3,2023-12-12
709,11649,4,2022-08-02
710,5428,4,2022-11-01
711,27343,3,2022-10-27
712,45973,4,2023-09-07
713,23912,5,2023-06-11
714,9902,4,2024-03-06
715,42005,4,2022-02-19
716,36058,5,2022-12-04
717,38530,3,2022-07-08
718,25221,4,2023-04-01
719,15025,5,2024-02-16
720,39761,3,2022-06-27
721,8474,4,2023-12-13
722,7934,4,2022-12-29
723,49730,4,2024-04-18
724,41226,4,2023-10-11
725,9021,5,2022-01-14
726,39197,5,2024-03-24
727,35671,2,2024-05-08
728,18301,5,2023-04-05
729,37854,3,2022-05-31
730,42145,4,2023-06-05
731,25721,4,2024-02-19
732,42680,4,2023-11-15
733,8472,4,2022-02-06
734,18577,5,2024-01-31
735,39234,4,2024-01-31
736,37369,4,2024-04-21
737,26281,2,2023-10-29
738,37274,5,2022-10-13
739,37593,5,2022-12-19
740,19120,5,2023-03-05
741,7742,2,2024-03-06
742,17948,2,2023-08-25
743,32991,3,2022-08-25
744,16984,3,2022-12-06
745,13246,4,2023-11-29
746,34130,5,2024-05-13
747,38385,4,2024-01-11
748,6997,2,2022-02-11
749,33638,3,2022-06-19
750,36622,2,2023-02-17
751,23524,2,2023-07-02
752,7540,3,2022-06-12
753,44628,3,2024-01-10
754,15414,5,2024-03-04
755,42770,5,2022-08-13
756,35299,4,2022-06-25
757,4338,4,2022-10-12
758,46882,5,2024-05-26
759,44580,3,2023-09-09
760,38150,3,2022-05-24
761,23391,5,2023-01-08
762,1254,2,2022-02-08
763,29411,4,2024-06-04
764,20548,4,2023-07-16
765,33978,4,2022-11-13
766,20435,4,2023-08-18
767,38658,5,2023-11-16
768,17410,3,2023-10-05
769,30240,3,2022-06-19
770,38831,4,2022-02-11
771,369,4,2022-01-23
772,7603,3,2022-02-15
773,48940,5,2023-06-30
774,32878,4,2023-04-08
775,27013,5,2023-01-28
776,47345,5,2022-11-26
777,11572,4,2024-03-05
778,9492,4,2023-08-21
779,31023,5,2023-08-21
780,7037,3,2023-10-27
781,30555,4,2022-07-22
782,24936,3,2022-05-17
783,18605,4,2023-12-02
784,37330,4,2022-07-23
785,32539,5,2024-03-15
786,29953,5,2023-11-28
787,10765,3,2024-02-06
788,2100,2,2022-05-06
789,12657,4,2023-09-12
790,28793,4,2022-12-31
791,49737,3,2023-10-01
792,5367,4,2023-02-16
793,21422,4,2023-09-06
794,15900,5,2022-10-11
795,44204,3,2023-08-08
796,1464,4,2022-11-01
797,49948,4,2022-05-16
798,7651,5,2022-11-29
799,25331,4,2024-04-25
800,37213,4,2023-12-19
801,44779,3,2024-04-29
802,4278,5,2022-02-25
803,33500,4,2023-08-28
804,12787,3,2022-04-25
805,32590,4,2023-08-14
806,21251,3,2022-08-30
807,17118,3,2022-07-22
808,4858,5,2024-05-23
809,18315,4,2022-08-31
810,45228,4,2022-11-03
811,41506,3,2024-03-14
812,42993,5,2024-02-26
813,32061,3,2023-02-12
814,17121,4,2023-03-07
815,28558,5,2023-02-22
816,10632,5,2022-10-13
817,22356,4,2024-02-07
818,29709,4,2023-12-20
819,11671,5,2022-12-13
820,1813,4,2022-03-24
821,7015,5,2024-01-22
822,19607,5,2022-01-19
823,39492,2,2023-12-19
824,43044,3,2022-03-18
825,23938,4,2024-05-08
826,19809,3,2022-05-20
827,25834,3,2022-04-24
828,24539,5,2022-04-23
829,37051,4,2022-03-12
830,41625,5,2023-07-03
831,34221,4,2023-10-20
832,49486,4,2022-04-03
833,3132,3,2023-12-13
834,10141,4,2023-09-09
835,33167,3,2024-05-17
836,32316,4,2023-12-01
837,46871,5,2022-06-06
838,17767,4,2024-01-14
839,23909,4,2022-03-15
840,26137,4,2022-03-14
841,42833,3,2022-04-22
842,45709,4,2024-04-03
843,49906,3,2022-07-09
844,49613,3,2023-07-04
845,15920,3,2022-07-12
846,39295,4,2023-12-26
847,29777,5,2022-08-22
848,9159,3,2023-05-01
849,10299,4,2022-10-17
850,25571,4,2022-05-22
851,32335,3,2023-05-05
852,37740,5,2023-04-12
853,2833,4,2023-07-03
854,23227,4,2022-07-27
855,46980,4,2022-11-19
856,18639,3,2024-06-12
857,23990,4,2023-10-13
858,10161,4,2023-12-24
859,15023,5,2022-06-10
860,7982,3,2023-08-16
861,37161,4,2023-08-23
862,48650,4,2023-02-19
863,33799,2,2022-08-20
864,41934,4,2022-05-10
865,289,4,2024-02-09
866,13718,5,2023-08-14
867,14971,4,2024-05-10
868,39768,5,2022-07-05
869,23502,5,2022-08-14
870,3869,5,2023-10-30
871,30108,3,2022-10-07
872,43729,4,2023-04-02
873,35745,4,2022-10-01
874,37328,5,2023-02-27
875,37965,4,2023-12-02
876,10818,3,2024-06-24
877,1476,4,2024-05-23
878,23028,4,2024-03-21
879,1343,5,2022-01-25
880,22371,5,2022-08-18
881,32245,4,2023-04-04
882,31338,3,2022-10-20
883,22691,4,2024-04-28
884,21803,3,2023-08-20
885,8068,2,2024-02-11
886,28310,5,2022-10-03
887,24750,3,2023-06-18
888,20536,4,2022-06-08
889,18196,5,2023-01-25
890,6113,4,2024-03-26
891,42716,3,2024-01-15
892,34337,5,2023-05-18
893,46272,3,2023-08-28
894,30887,5,2022-07-31
895,2706,5,2023-07-29
896,31526,5,2024-05-25
897,22869,4,2024-03-29
898,5681,4,2023-02-27
899,32055,3,2023-01-28
900,7547,5,2022-04-02
901,20483,5,2023-05-12
902,23760,4,2024-02-16
903,11760,3,2022-08-22
904,11142,3,2022-02-22
905,30334,3,2023-10-30
906,2344,4,2023-04-08
907,36450,4,2023-04-22
908,4293,5,2024-05-05
909,34376,4,2023-12-18
910,29281,3,2024-02-03
911,28647,4,2023-08-28
912,13495,4,2023-01-01
913,45004,4,2022-11-26
914,10450,4,2024-04-22
915,30744,5,2022-07-25
916,37204,5,2022-05-03
917,1297,3,2023-04-08
918,47501,2,2022-04-10
919,3435,4,2023-11-25
920,46155,3,2023-06-30
921,10529,4,2022-09-09
922,20754,2,2023-03-08
923,28999,4,2022-03-11
924,37582,3,2022-01-05
925,18471,4,2024-02-26
926,17975,5,2023-12-07
927,21537,2,2022-03-06
928,29682,2,2022-11-16
929,21200,4,2022-05-08
930,4536,5,2023-08-13
931,18051,3,2022-05-05
932,2547,4,2022-11-11
933,48010,2,2023-01-06
934,4857,5,2022-01-25
935,15769,4,2024-02-17
936,42522,5,2024-06-03
937,33324,5,2023-06-19
938,48432,3,2023-02-03
939,18904,5,2024-02-21
940,37609,2,2022-03-13
941,544,5,2024-04-16
942,42264,4,2023-12-31
943,39236,5,2024-02-07
944,37991,2,2022-10-04
945,5197,3,2023-08-22
946,7542,4,2023-06-25
947,36865,4,2022-06-08
948,38470,3,2023-10-03
949,7956,4,2022-04-17
950,25399,3,2024-01-11
951,45106,4,2024-02-07
952,4002,5,2023-09-08
953,28716,4,2024-06-04
954,19690,2,2023-12-19
955,14438,4,2024-06-25
956,8990,2,2022-11-09
957,32217,5,2023-12-08
958,27184,3,2023-02-08
959,42480,4,2022-04-15
960,39592,5,2024-06-09
961,42398,5,2024-05-04
962,18000,4,2022-02-18
963,13017,5,2024-04-10
964,6808,5,2022-11-19
965,28762,4,2023-01-25
966,43602,4,2023-06-22
967,48009,4,2023-03-05
968,6375,4,2023-04-23
969,10696,4,2022-08-25
970,25635,4,2024-05-11
971,2911,3,2022-09-14
972,13111,3,2022-12-21
973,20895,2,2022-06-04
974,12089,3,2022-10-22
975,22095,2,2022-09-27
976,28205,4,2022-07-12
977,46383,3,2023-03-22
978,31371,5,2024-04-20
979,7743,2,2022-09-28
980,5013,3,2022-01-12
981,31398,4,2023-06-04
982,28873,4,2022-06-16
983,48859,2,2022-05-15
984,22191,5,2024-06-20
985,27249,5,2022-07-04
986,48341,4,2024-03-24
987,44757,4,2024-06-11
988,21170,5,2022-12-24
989,46713,4,2024-03-21
990,34184,4,2022-05-05
991,33239,5,2022-03-13
992,28758,3,2023-12-04
993,40503,4,2022-08-30
994,11449,3,2022-06-18
995,12930,5,2022-06-17
996,41108,4,2024-03-27
997,3610,4,2022-05-18
998,46983,3,2024-03-04
999,21463,3,2023-06-18
